population,infection_rate,recovery_rate,initial_infected,steps,peak_infected
93,0.8907343227267792,0.1175064673592212,13,73,86
83,0.6929409965640697,0.13353598085769952,12,145,73
158,0.7424868314026348,0.43228973230078394,13,97,113
272,0.3674706336329364,0.02679124407279275,10,72,232
245,0.633883694686286,0.44027174716335743,20,126,147
127,0.5321847068832701,0.19911385113424285,16,143,81
239,0.6488102948642275,0.2865272866994748,20,193,161
157,0.3863760389250651,0.21597901689160331,11,54,90
180,0.8744556228416404,0.11150363396743875,16,195,160
67,0.6597739551843317,0.22821490508556475,11,142,48
197,0.868062297279842,0.013910862107326685,18,92,196
286,0.2265208663416438,0.319419172299287,14,99,111
69,0.6479654283819768,0.24972321314059903,8,59,48
71,0.7646429760292933,0.3267587870344489,18,62,55
195,0.1962099988994871,0.09433186354743651,19,185,112
102,0.5908937610491536,0.1479165216911671,7,167,82
180,0.06634055599483474,0.4969613279251146,6,80,20
173,0.19774326379307527,0.1596121630915151,18,153,82
143,0.8334769115573201,0.3745558405929078,19,91,117
115,0.5216641515339154,0.1738012600669046,3,132,75
159,0.6535439829921277,0.34269645636957713,4,154,101
65,0.06016224616663451,0.475680291622409,7,165,11
238,0.4842728227041982,0.17585302699355326,17,161,147
239,0.21333260043496377,0.32571765602257247,11,180,86
280,0.16990988117834877,0.1880043993281848,2,93,101
143,0.5561501482139931,0.47415464731452855,7,112,83
254,0.8327623803751434,0.2185381628284069,2,56,202
203,0.1300280584493449,0.20758857309310164,3,162,81
59,0.281184550394194,0.3418833920362787,16,169,30
175,0.32990395765883085,0.299903123736361,19,57,79
239,0.18619875570548927,0.4748682747759708,6,73,64
209,0.2731980394403617,0.05750753577456138,16,119,142
151,0.23085291752935522,0.13575537336929044,1,117,81
282,0.6825218712607986,0.4961603076945649,6,160,197
263,0.6625964663665703,0.2397565758015372,11,185,191
175,0.11907181543823231,0.046474430267952,10,154,103
142,0.2261836373511995,0.07139323379697525,9,105,96
100,0.3218237100258214,0.28920196320916747,13,142,43
281,0.5838302046959563,0.34669986319448104,14,133,170
199,0.3162791459245774,0.38352824770144595,13,96,79
222,0.4741068209026644,0.05455020824429215,13,64,183
247,0.49466914500214165,0.2960058335519844,13,188,135
168,0.5111616488948806,0.3622933192447431,10,82,92
243,0.7789207686416957,0.40408594986631546,14,83,187
122,0.46821227558916423,0.4742295756737725,17,106,66
239,0.805750998554707,0.026245279607715742,3,107,221
99,0.13347918890493632,0.01756858422827079,16,105,71
191,0.49808390530216995,0.08978413472514252,5,107,153
151,0.3514183888651364,0.13166432744056702,3,121,100
253,0.7962919903590697,0.2182369990589367,2,68,199
63,0.8476342332567557,0.42605659643181726,16,104,48
185,0.877734755089957,0.25164246590303047,19,157,154
180,0.24367373537569115,0.4206076091730561,13,155,66
139,0.3213144510669925,0.10180799773125879,4,81,103
118,0.7686619143309781,0.2716151623229994,2,146,86
226,0.05180096145429913,0.24125713894330764,4,94,38
140,0.8873514165068027,0.3982587512188237,6,98,113
299,0.508779594489936,0.13237516519396905,10,172,219
268,0.7717448647862802,0.45942437095575517,9,131,198
120,0.31667171319830545,0.34124859066512636,8,144,46
148,0.6185938635996507,0.3624617873410236,2,150,96
298,0.5278566614356498,0.08652388651313948,15,133,245
72,0.08399254120829654,0.1380274912887845,20,171,23
119,0.7272350650234588,0.06837141260952337,18,200,106
87,0.5360028299208563,0.1414106644239722,15,159,58
68,0.5899097935054294,0.423834003062709,20,127,40
107,0.8231956483521106,0.07846799299818065,20,117,97
251,0.21833443617118703,0.4411988983071097,1,55,78
147,0.11843932136552252,0.09164094377566594,8,71,65
75,0.2818948007600671,0.3740423630993227,2,93,34
152,0.6939972138958447,0.40911207760870777,3,96,107
164,0.2956025476274867,0.2275206142108557,7,174,80
156,0.3571109878064683,0.3723225403164774,19,57,64
180,0.5837956906534814,0.4057452755001156,12,178,109
288,0.4106810766117388,0.47731172215267104,19,183,140
139,0.6990128173779816,0.2094749008296578,20,121,98
101,0.640311098354902,0.4847388844654695,9,136,55
92,0.5948125882996486,0.41751844460662657,17,77,49
233,0.6227123289003181,0.04625304089293616,16,120,205
218,0.6283575973413184,0.10416326463767468,9,123,175
267,0.7963168390358648,0.41328463907169444,3,73,215
109,0.3824235962347446,0.10932299783426411,2,110,77
185,0.48145968066508155,0.21512562791976308,17,139,112
200,0.6212323446566469,0.35265695649091033,12,159,130
160,0.5342493125173691,0.07643215757494277,19,78,125
186,0.40802868320675234,0.4794398605299031,5,70,80
291,0.27658244807472776,0.0702639956497904,6,72,203
252,0.5071310203807574,0.23743445513215228,20,96,157
139,0.14357567517836656,0.44587542196501706,9,67,35
162,0.2959255727522784,0.47461528076649573,1,88,62
61,0.44513476370539223,0.45120062278290846,11,98,34
151,0.0632829817458903,0.1175155205669123,13,149,49
87,0.7053641335584508,0.05881574953622248,11,53,77
260,0.7685593402330076,0.1981038981624827,6,198,208
148,0.789196549538865,0.28956303803146116,20,152,116
115,0.19326351283215792,0.047264773538420346,4,54,87
75,0.16819873431510507,0.28477360686581205,19,71,23
166,0.18265977613718687,0.2332127251760052,14,58,60
86,0.611011417734184,0.21534174714316032,13,120,60
62,0.6713905853217491,0.2809507280954232,6,196,46
118,0.3711415074667263,0.43604675938712945,19,64,53
189,0.38656712978962066,0.1738808708192133,16,70,121
90,0.0603359347937623,0.288884801332532,11,169,15
135,0.051186066488342424,0.061116303283461834,1,81,50
138,0.5773108059055876,0.1506749943869855,12,145,102
154,0.6429255815787026,0.10138535259456596,2,153,119
289,0.45668160241438205,0.163400935865938,8,110,186
129,0.34535407068920515,0.4758391717400883,11,90,48
106,0.49410057140914204,0.3449326960893374,14,168,65
249,0.6589573695630273,0.22665569219915588,12,195,189
237,0.49284661983396716,0.4376567179711797,15,67,126
73,0.6644893013249241,0.03047234184823982,9,109,69
261,0.6950906969773545,0.3791693566745529,16,176,198
268,0.13129572426300798,0.3478707782581798,3,105,77
262,0.391287038234884,0.46308487754543426,18,110,119
263,0.3658964116050259,0.43371050437639586,4,121,120
158,0.6740126407937604,0.27779170494645417,9,88,110
244,0.17516058754701652,0.1157744093806213,18,52,132
291,0.2583414756140712,0.030314682781653023,8,186,230
285,0.6555461335712495,0.18604989729554583,15,113,210
188,0.46941291661561596,0.14016278399635237,20,167,127
99,0.16005481153325116,0.45181753250264206,15,63,23
256,0.5237805851865727,0.38542402425518935,4,57,161
297,0.2627585946701028,0.35462434101683343,1,58,117
253,0.8072473146144241,0.1709286599473388,18,140,206
239,0.5538101691406865,0.25193428315414973,13,59,162
53,0.5990234396743706,0.24518334933454136,10,143,37
190,0.5276500954664524,0.446348991159877,18,138,106
235,0.6221501428392754,0.19780243017867563,19,148,164
266,0.36971019050406245,0.38676919582426905,6,73,125
110,0.5161878335873267,0.36787293556007866,5,76,56
284,0.5484293252826079,0.09180951993763449,11,89,235
180,0.7968754457511413,0.015400600524125958,12,86,174
60,0.2909556425783727,0.4918604758244715,3,112,22
184,0.1444944943022546,0.10977715950248157,8,73,96
239,0.4095213848037864,0.2956557913387953,13,79,124
134,0.5429259868472145,0.37889456811127065,8,68,73
213,0.8455909511368717,0.0205702514518893,2,88,206
107,0.3530645409502287,0.3754034751511036,13,132,44
174,0.305375022329597,0.2385148366538021,6,195,90
292,0.5869523744470866,0.10769346577814373,20,121,219
210,0.26191327880818194,0.2525426497908875,12,84,90
176,0.5776951129951565,0.07015437027203532,13,90,135
103,0.4230790067079537,0.21428565680133058,5,109,61
140,0.3815000358094415,0.36277877629333677,12,149,69
280,0.7687473657114788,0.15820230627610227,6,91,223
186,0.4858949144434402,0.4152413694153713,15,115,107
258,0.8030896836084466,0.14634019572429885,8,193,223
77,0.29863809224801396,0.16279720774604778,11,157,41
143,0.3620607457835141,0.2529907223015916,18,92,69
157,0.8654133757140061,0.49613290398289606,18,155,131
238,0.7214373177187685,0.49517898998891535,10,176,178
51,0.06986281231813525,0.25048628907913056,16,88,16
148,0.204274781403751,0.2496141270322943,5,124,54
65,0.7365561037143741,0.4962331161855237,4,71,47
151,0.7220640349465798,0.1989260423205596,19,125,123
172,0.5337684612000912,0.019263117771243045,19,98,162
200,0.14867629873861982,0.4222250774887681,9,62,43
262,0.3606765781847631,0.039599668906831684,19,89,222
271,0.26097460185516996,0.22760582580851732,7,69,130
176,0.8813291835842599,0.031565951555310445,18,127,166
82,0.6354995530602524,0.3470518522955278,11,133,54
268,0.4876817711021484,0.06403538110169414,20,139,209
210,0.5864668578499819,0.10650477404534725,3,128,162
224,0.5965483840046872,0.2332968097235622,7,65,158
112,0.612744297573423,0.15492200981259233,4,181,83
84,0.5830691136507827,0.46116353868616566,7,74,54
248,0.3433784510789776,0.1229098528039395,16,92,155
234,0.4012472131216073,0.4073739934210225,12,147,106
53,0.6610523004867515,0.3524619640597172,12,113,41
286,0.42367368891302226,0.16665910854325017,3,197,190
244,0.8614399323426587,0.3010451561787162,7,197,215
95,0.7636616741256429,0.45165652968588255,13,53,67
178,0.15446939279929117,0.3535033738620676,9,92,43
205,0.2884821470258551,0.16588635248084002,10,111,109
99,0.33059899455247194,0.25052170414457176,3,96,44
124,0.18533161602899195,0.19582534199583246,3,192,48
191,0.3859528949977665,0.24716453028936533,6,178,104
257,0.8499594357300394,0.16304319046797594,15,68,226
235,0.45047208023041035,0.4571943419275823,4,103,115
227,0.5531334046290598,0.32427936857824474,7,124,129
105,0.3260602668532213,0.30627292615119134,9,56,45
150,0.29888647471442314,0.3051661707141247,4,138,64
246,0.8678620960347759,0.2628820900920891,4,137,219
177,0.8386339153472054,0.43734993725456023,2,83,141
213,0.6956414865771238,0.25013056905578684,7,182,154
151,0.39144144038619216,0.04083046435161164,20,199,125
81,0.14283431392345658,0.46401917979004254,16,65,17
52,0.4830935802847462,0.17894891863882914,3,113,36
135,0.4540653515129529,0.2472163862236038,18,108,84
271,0.7071452368385568,0.46305811484415754,2,142,195
94,0.775148203400691,0.16692118166346398,3,122,81
156,0.7699276111730562,0.33210523019300925,7,70,122
269,0.08979112732540082,0.08274709697991131,1,56,119
205,0.8831141677883002,0.3639256463445651,19,196,174
90,0.24935832744832326,0.24775415342182747,18,122,40
192,0.1882166688257947,0.3984092947431635,19,151,54
260,0.7333635811142194,0.370680107514862,2,53,190
297,0.7628632848044995,0.3479521851203868,5,132,222
130,0.6272476705212854,0.4900211597466211,4,58,86
67,0.7812989924548572,0.3356594401936143,10,79,52
84,0.13054087055636088,0.1676987249632764,19,178,28
158,0.15650424464615564,0.4582535740951375,19,123,38
135,0.2420329509600156,0.07929528186452803,6,160,76
136,0.5018333931392268,0.4575819516484011,13,143,67
130,0.34648727268188717,0.26949661853779655,13,50,62
133,0.6081392992231981,0.24971419542711393,9,133,101
104,0.33526652714078864,0.327278773993273,12,186,42
285,0.5452546973631184,0.46804524158584043,9,168,148
139,0.5218576786058249,0.19759566067032092,13,66,99
156,0.3438568644283697,0.35585729140128536,6,63,70
214,0.27539845189396517,0.4865725414306271,7,109,75
288,0.09188927225515667,0.37361399976130966,20,153,44
205,0.24750288665262515,0.3519339443761416,15,145,66
210,0.8192367536789452,0.3229984534659138,14,100,170
88,0.6274742596733336,0.1230232566941775,1,172,67
275,0.4828142601691204,0.12814965649062474,17,50,202
195,0.1353193806517933,0.3482221395693934,11,112,50
223,0.5329517499931894,0.39274836919691775,4,144,133
117,0.7671569853929525,0.3986765728717186,17,111,88
175,0.8494643420324481,0.3470761258377284,14,189,145
75,0.22333464339417625,0.4999453329328014,7,125,22
219,0.4485222878077439,0.371800764946378,14,79,115
130,0.7031982013800303,0.42374460952446263,20,136,79
52,0.2253933926291482,0.013213245429174868,17,150,44
248,0.774436466448379,0.34170054335607575,18,147,193
174,0.8964844838484152,0.45159752591093044,10,148,150
270,0.32056777456684693,0.20450941582599502,17,181,148
90,0.12842512591441935,0.264840470962744,3,150,28
105,0.10427038423860893,0.46718564459302614,5,111,16
143,0.789136370367878,0.15836081570368638,15,103,120
182,0.06959565633487556,0.49368694333645446,12,127,22
211,0.5825349813371177,0.03035565514177701,14,64,196
167,0.6284100996071902,0.2827718064747802,1,147,105
221,0.6007479598243867,0.20225073960106002,1,86,165
215,0.8780070318175534,0.21660387938294906,20,129,194
232,0.8443625438712176,0.39565000446213455,11,69,188
191,0.11869633281145325,0.29134830741611123,8,190,54
102,0.2178201480035566,0.4116747670249103,8,72,30
285,0.7602278183534146,0.15669007977371036,10,83,244
110,0.62432955895007,0.41472026740268064,15,97,70
108,0.19088503927800599,0.06070896812320903,20,136,70
78,0.35569759792889927,0.4432038712504449,20,153,31
148,0.207487577698118,0.4346632524500644,16,199,44
135,0.7889421603865193,0.26276334538002394,4,151,104
161,0.11341618230219144,0.28103984035800483,5,189,41
245,0.4764034150091921,0.22447808592141882,17,63,146
71,0.6933010682305889,0.034023221829013135,6,199,66
67,0.4173668910395595,0.3371643687226857,18,140,36
114,0.7608788233622368,0.24169747149814805,12,160,81
276,0.42115209129385617,0.01560149992429916,7,57,248
271,0.304268575012535,0.07163330532559056,2,143,188
67,0.14076405362008954,0.23539634277344712,8,183,22
178,0.3154408842519114,0.3846881873047712,18,165,77
166,0.5561972329896889,0.16233490098968706,8,122,123
61,0.89830543619946,0.2767648321904124,7,195,53
228,0.40429836813801373,0.2212705243336813,6,138,126
192,0.42630088185119025,0.21730369305386155,3,91,120
84,0.11321005871392081,0.27442654242460157,10,65,23
143,0.25526417219308395,0.3769146810164529,17,55,52
288,0.7231210764622216,0.08549456182011478,14,177,254
190,0.8574753916281466,0.03263431581235397,6,163,185
270,0.07613375251627137,0.24711223853974856,12,151,60
113,0.12108680967226346,0.3920224015131646,15,110,26
240,0.3314498393205494,0.23551508053010992,8,162,125
164,0.22340473338967815,0.03652617143490225,13,183,121
116,0.5914733493889445,0.1961604633019067,20,52,86
90,0.37308808429570384,0.2964907942420842,14,154,50
143,0.7060358940294684,0.22102126855943097,5,166,102
271,0.8398163888867498,0.3238289000250371,14,53,228
138,0.7755869400849296,0.4011219244279093,18,155,108
87,0.5396460029642779,0.4196553764858515,4,157,50
102,0.8176306271953114,0.07676127836452575,16,163,94
210,0.353757157973366,0.411762686693443,5,142,103
62,0.3689415861600996,0.20964591681973777,5,92,30
141,0.10840834517934023,0.2941562595888962,9,153,34
70,0.0950385354253698,0.28492649829431244,7,104,18
138,0.40185155158938407,0.029412778349920683,13,69,111
89,0.667081786262399,0.3414155114173555,9,74,67
53,0.4791024584928372,0.13345222479499633,4,170,34
215,0.651091544080793,0.2720606255834347,10,181,146
80,0.3537263475390224,0.3441930536055361,9,169,35
113,0.8689904505876519,0.0198989446618992,6,96,111
298,0.6838163471525184,0.42234027050901896,1,63,203
159,0.058693160600976506,0.44447929673939124,8,107,23
113,0.29189851177050674,0.408355127012683,20,159,41
177,0.35049336967072603,0.22908929919481974,5,198,90
150,0.7964275547920107,0.1934498843255787,13,130,123
114,0.8709808398388451,0.013933778862845025,19,200,110
268,0.8439839995022274,0.06979548701148502,9,95,249
213,0.7457934401453904,0.08524274052116027,20,138,189
233,0.11419717335643668,0.48604078487178126,6,180,49
242,0.4339887272938166,0.4031024265979404,15,165,127
232,0.2824701084253959,0.47619874567079973,8,102,90
273,0.31963961771458194,0.28041210936644445,10,174,126
188,0.5405190168427613,0.3108448909672786,12,107,113
248,0.050775087969486446,0.2561137594139728,3,77,38
106,0.8806935043070722,0.12974006521776732,2,188,93
156,0.5171701417059309,0.47358902434502775,3,68,79
189,0.31745334114122475,0.38021684751733237,14,198,70
243,0.49855764208893,0.48346111520715274,17,76,125
221,0.8532164308942735,0.09824552659526009,6,168,193
201,0.24451825759350854,0.17055098167220265,1,86,101
56,0.6634261190310209,0.06423093358826251,11,146,49
100,0.12775765755653978,0.33547808925066014,11,196,33
279,0.43423470516904666,0.24006883444454685,3,61,158
253,0.5963972237551953,0.219128046403895,3,93,170
266,0.5856503922147559,0.04134261171775492,13,83,235
155,0.23674639976684775,0.44388065410515043,20,142,55
182,0.5633126094360165,0.11104680738266412,19,154,146
182,0.7033770433103478,0.13044299569361972,9,78,145
116,0.22538196362393026,0.24528738550233112,19,163,53
275,0.4686969805232829,0.2088480875567834,2,166,177
266,0.7492541776153915,0.0779321046102753,9,56,232
91,0.08558175838864986,0.28402107550306754,16,108,24
273,0.854504887278032,0.11456990689431897,7,74,244
184,0.5641707161775877,0.4284917224251025,11,70,111
61,0.8006332498711857,0.3541029453017091,20,159,44
161,0.05359582632830128,0.21662755108177983,6,165,30
176,0.37729816200475025,0.3952798863825321,18,165,80
132,0.3464155734894979,0.10162064624346148,20,197,81
159,0.6600216957369561,0.27550560430916776,11,155,106
62,0.5506839094101285,0.38998046925733854,15,55,40
116,0.8592216078367039,0.446364429467995,19,95,90
260,0.8438140940918316,0.09189067264977667,15,154,247
79,0.5988867640219672,0.49227558965242635,9,159,47
266,0.5299705463265527,0.29422651711506526,11,83,162
101,0.13256693090989063,0.08452504455826197,20,145,54
115,0.7855919535274967,0.38303973937742963,6,181,92
122,0.1572446547194098,0.12362694264148244,6,123,59
165,0.19179938128595175,0.4464438560943375,15,153,43
84,0.37275299089712033,0.1808773942413424,9,97,48
157,0.06407550330752286,0.036152837714182255,15,115,85
166,0.1384476778209381,0.1924980534797968,7,126,60
144,0.061497866473312235,0.49093863101235424,13,150,18
117,0.6674567445050843,0.455527864537573,17,199,77
294,0.32964994796875763,0.13501468092675634,15,52,180
136,0.24735329481745927,0.3927184483359115,15,140,58
97,0.2549878594581196,0.40022375720247544,10,158,30
68,0.8200317339122225,0.17144917463695827,17,69,52
82,0.6740211674881992,0.13140261675788636,2,143,66
254,0.4565934618609108,0.11341479785754896,16,123,180
263,0.46461229910176255,0.43033484546427436,10,90,139
50,0.3228174978899551,0.17927316425486575,8,186,28
113,0.7685546359322896,0.16834214450573357,8,79,85
263,0.8540359214244467,0.3377005577158563,18,141,220
248,0.47313604619782,0.448961903586463,18,131,114
95,0.8584702540922925,0.2867437605366241,6,195,79
124,0.33937147629176123,0.3783241688159663,17,104,53
277,0.5275531578895596,0.2394860984129885,5,161,186
98,0.5905364752331405,0.26918760156127225,1,75,66
97,0.302619196675565,0.15546262517294912,13,100,56
266,0.7221011020751656,0.34393511271984745,16,169,187
164,0.25615526494979785,0.4825615180952022,14,190,54
99,0.5136902391022795,0.4478696988398216,7,145,60
189,0.1252035976612539,0.36774778867999675,19,181,49
166,0.6279552353809552,0.04667539486064088,2,151,145
240,0.5587874342780528,0.10804575699549203,20,106,179
290,0.38364388153796564,0.12590346703714508,17,190,191
118,0.36616244050252805,0.2132175503265075,10,110,62
170,0.11139651227075734,0.354550558637356,12,75,40
57,0.8729035461716287,0.41851241154736246,11,177,47
219,0.43926020866864846,0.12331249556431002,8,103,153
159,0.4884813916366399,0.044465262440219325,9,163,132
277,0.8697694727043263,0.42974177646908646,16,105,239
96,0.8043143529227412,0.23330564169144016,12,146,73
208,0.6721278279260141,0.3839628945618036,20,169,144
87,0.3848308907566227,0.32664163819121267,7,77,45
163,0.4082972244989406,0.17585343772568732,8,129,102
124,0.7296250628739671,0.35426366175199797,3,104,97
254,0.5275109387340107,0.45855778816931936,5,159,137
60,0.7877613624197205,0.29725468540357297,7,197,39
216,0.26865828282149246,0.06330495796615349,1,159,145
249,0.6514201200524452,0.2538066963592241,2,198,154
198,0.08481619480755206,0.2553503665186981,18,69,47
288,0.8199114473797892,0.33682381132333694,9,116,247
90,0.8832597608527654,0.0410680545790293,5,137,83
107,0.3350089139867337,0.396573484477511,19,102,49
64,0.6430404662270754,0.11493274852625829,10,166,54
219,0.500217581775944,0.015421719962858002,15,92,200
136,0.4996886284081107,0.04681202484867898,18,192,113
291,0.47199518275016117,0.02776624893914835,11,93,266
110,0.23239791957066358,0.24823424666755237,6,93,42
64,0.40014585147408777,0.38260116728415455,14,63,30
133,0.13791529695252236,0.43835970160109244,13,185,30
285,0.32920598652299765,0.20226808877324104,7,161,153
130,0.2616803232208247,0.4309677335963367,6,118,45
273,0.4011121545945036,0.1872443626725552,4,155,174
134,0.33883127573317795,0.21784368151134648,15,197,74
108,0.5536044502083597,0.08155416401293976,16,126,90
253,0.8585543444627466,0.3617735242046178,16,159,212
192,0.6996258004719411,0.06714715590823381,6,127,170
64,0.7683511685495887,0.25053602354716,1,109,49
197,0.11547468532410508,0.3584352058499904,3,154,39
119,0.29337878741875784,0.3643003072106522,12,178,51
223,0.33218412257745156,0.053372865592157585,20,50,166
182,0.3759728797873824,0.06591701669266559,4,168,119
113,0.6904041603035815,0.49116918884999033,3,103,77
164,0.44850609128837543,0.27290995783163846,19,98,97
289,0.6373719358756688,0.08299115959591427,17,189,251
205,0.18604245418549825,0.16088694146797392,7,86,88
159,0.10390975947572267,0.13603074194861042,15,128,58
146,0.8024739143530037,0.13503384193617912,15,161,119
177,0.6069616300903449,0.23134405760397525,12,186,123
78,0.6615484245242403,0.07885218575384172,19,112,64
147,0.7346040747219671,0.22007477956346744,5,152,113
283,0.818694716717918,0.01007963930654697,17,95,273
221,0.47986471855298785,0.4850387805674158,7,93,104
118,0.06729693763415892,0.43519044559560616,7,156,17
163,0.7998539027996837,0.4692985264210233,19,161,128
114,0.8527435845875517,0.39604252440016996,15,103,97
125,0.31317629221377735,0.036031674023911574,14,81,106
120,0.5530609073805266,0.034656901371739955,6,99,109
235,0.6965929696238643,0.4787982880524618,6,71,171
220,0.6503536662106203,0.21305266116562968,20,109,154
274,0.07254759296396972,0.29873100707322986,19,99,47
151,0.2188118154790037,0.06866914746832592,7,191,106
290,0.7436697795978064,0.02801784028415249,19,73,269
253,0.05220490696128342,0.39826394758262745,16,80,27
195,0.679380981292564,0.056056322173023684,7,80,170
299,0.25385986147483003,0.0705191188241677,17,197,187
79,0.8266446135634402,0.1508633793144185,19,127,62
106,0.31724935511119046,0.2638238042298049,7,88,56
68,0.6555343645341684,0.2683427061391015,3,115,41
115,0.7003435656915185,0.14934506968126554,20,179,94
88,0.431580461684871,0.29115686352838976,12,193,45
70,0.8861531032371563,0.2049401403303652,4,75,60
137,0.8715960400639167,0.24097636802858635,8,143,118
78,0.26103688647559414,0.48227263302712237,16,126,28
199,0.15629808409852147,0.439330429472618,1,94,46
86,0.43493626747380376,0.39380654586247293,19,101,41
137,0.7838785052962256,0.09034525424974367,5,194,127
227,0.8401969369522628,0.06438713030906107,17,77,206
167,0.30278864783435966,0.13607628171015348,8,165,100
162,0.8679301594533564,0.4915664207968614,1,156,141
216,0.49738818582068683,0.37306316957547403,11,179,114
102,0.29769228943693826,0.40997125806371093,2,73,42
144,0.37968800360466026,0.2584070652024441,14,91,70
189,0.7521612933305081,0.21863868375969192,15,61,146
115,0.8966354007028535,0.24872425427289552,8,156,105
125,0.6131581453459087,0.26448712997530716,1,142,75
223,0.7471656098046356,0.04157324278873403,13,74,207
260,0.6227538043360465,0.2632831654903978,9,135,171
177,0.7136249345603128,0.40641719391681885,14,91,122
291,0.11267900419797364,0.2486635017145544,15,191,88
192,0.7269915802798133,0.2750199169246582,12,192,134
127,0.7708255975398767,0.2501217691519992,19,147,96
172,0.8567728058891035,0.14675995308731538,14,103,150
84,0.13808700335083468,0.28004088398860244,2,99,25
196,0.5993181667494625,0.18240129486882986,6,116,145
223,0.17769407925677477,0.4501151643789608,9,180,56
176,0.1257698595192117,0.489230218785027,16,174,34
256,0.8942297533259416,0.07118243574620606,19,88,235
150,0.5315983970864477,0.4112645054205334,17,170,89
103,0.5633200855108779,0.13738860516405912,19,132,83
150,0.7332885997093824,0.2679985469588389,7,113,119
66,0.680648791576876,0.4000805103221785,6,119,44
167,0.15853306134243872,0.21061335339589007,15,67,63
94,0.700609258233442,0.29511252372788893,7,193,69
208,0.0884707669124461,0.4079335886741764,3,115,36
56,0.7354172322549056,0.2078851081082159,8,74,43
116,0.49237633326324437,0.30786418445138897,12,198,61
